"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","F2_5","CG56","T268_95","BM37_95","AV25_95","CG78","CG78b","CG678","CG1103","SF93","V80_94","AS1H41","CG98","NW221","RF21","T17","S4","Sz1b","CG81","CG474","CG967","CG1118"
"g011235_000004","g011235",NA,"hypothetical protein",90,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",1263,1479,1290,12331,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_00943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_01381",NA
"g012366_000001","g012366",NA,"hypothetical protein",60,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",225,228,227.62,12331,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_00944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_01382",NA
"g018699_000003","g018699",NA,"hypothetical protein",80,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",387,390,389.25,12338,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S4_04701",NA,NA,NA,NA,NA
"g017142_000002","g017142",NA,"hypothetical protein",70,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",528,528,528,12338,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S4_04702",NA,NA,NA,NA,NA
"g013889_000003","g013889",NA,"hypothetical protein",80,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",546,549,548.62,12340,2,"F2_5_01012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG474_03325","CG967_03834","CG1118_00917"
"g014850_000001","g014850",NA,"hypothetical protein",60,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",816,822,818.25,12343,1,NA,"CG56_04831",NA,NA,"AV25_95_00294",NA,NA,NA,NA,NA,"V80_94_02280","AS1H41_02280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g014959_000001","g014959",NA,"hypothetical protein",60,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",780,783,781.5,12343,2,NA,"CG56_04832",NA,NA,"AV25_95_00295",NA,NA,NA,NA,NA,"V80_94_02281","AS1H41_02281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g030574_000006","g030574","glmU","Bifunctional protein GlmU",98,1,8,1,1,1,0,0,0,0,8,"Bifunctional protein GlmU(8)","glmU(8)",1512,1512,1512,12349,1,"F2_5_01590",NA,NA,NA,NA,"CG78_02572","CG78b_02335","CG678_02333","CG1103_00007",NA,NA,NA,"CG98_04956","NW221_03850",NA,NA,NA,"Sz1b_02431",NA,NA,NA,NA
"g024065_000005","g024065",NA,"hypothetical protein",95,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",693,693,693,12349,2,"F2_5_01589",NA,NA,NA,NA,"CG78_02571","CG78b_02334","CG678_02332","CG1103_00008",NA,NA,NA,"CG98_04955","NW221_03849",NA,NA,NA,"Sz1b_02430",NA,NA,NA,NA
"g024104_000002","g024104",NA,"hypothetical protein",70,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",897,1089,945,12350,1,NA,NA,NA,NA,NA,"CG78_02666","CG78b_01095","CG678_01094","CG1103_02406",NA,NA,NA,NA,"NW221_02552",NA,NA,NA,"Sz1b_02570",NA,NA,NA,NA
"g016736","g016736",NA,"hypothetical protein",50,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",330,540,484.5,12350,2,NA,NA,NA,NA,NA,"CG78_02667","CG78b_01096","CG678_01095","CG1103_02407",NA,NA,NA,NA,"NW221_02553",NA,NA,NA,"Sz1b_02571",NA,NA,NA,NA
"g018628","g018628",NA,"hypothetical protein",50,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",312,312,312,12356,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_05137",NA,NA,NA,NA,"RF21_04595","T17_05367","S4_00700",NA,NA,NA,NA,NA
"g025018_000001","g025018",NA,"hypothetical protein",60,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",387,438,393.38,12356,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_05136",NA,NA,NA,NA,"RF21_04594","T17_05366","S4_00701",NA,NA,NA,NA,NA
"g011854_000001","g011854",NA,"hypothetical protein",60,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",639,639,639,12361,1,"F2_5_00175",NA,NA,NA,NA,NA,NA,NA,"CG1103_05167",NA,NA,NA,NA,"NW221_01663",NA,NA,NA,"Sz1b_01218",NA,"CG474_03655","CG967_00324",NA
"g016523","g016523",NA,"hypothetical protein",50,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",630,630,630,12361,2,"F2_5_00174",NA,NA,NA,NA,NA,NA,NA,"CG1103_05166",NA,NA,NA,NA,"NW221_01662",NA,NA,NA,"Sz1b_01219",NA,"CG474_03654","CG967_00323",NA
"g023159_000002","g023159",NA,"hypothetical protein",70,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",162,171,168.75,12384,1,NA,NA,"T268_95_00303","BM37_95_02682",NA,NA,NA,NA,NA,"SF93_05735",NA,NA,NA,NA,"RF21_04722","T17_05099","S4_02391",NA,"CG81_03509",NA,NA,NA
"g011723_000001","g011723","nicF","Maleamate amidohydrolase",60,5,8,1,1,1,0,0,0,0,8,"Maleamate amidohydrolase(7):N-carbamoylsarcosine amidase(1)","nicF(7):NA(1)",621,654,626.62,12391,1,"F2_5_02793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g009409_000002","g009409",NA,"hypothetical protein",70,7,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",291,405,375,12401,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NW221_03520",NA,NA,NA,NA,NA,NA,NA,NA
"g010731","g010731",NA,"hypothetical protein",50,6,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",228,339,278.25,12404,1,NA,NA,"T268_95_05476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG81_01737",NA,NA,NA
"g010482_000001","g010482",NA,"hypothetical protein",60,6,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",159,246,205.88,12405,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG474_02837",NA,"CG1118_04624"
"g017298","g017298",NA,"hypothetical protein",50,3,8,1.12,1,2,0,1,0,1,9,"hypothetical protein(9)","NA(9)",177,180,179.33,12409,1,NA,NA,NA,NA,NA,"CG78_04366","CG78b_02929","CG678_02929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_03504",NA
"g022119","g022119",NA,"hypothetical protein",50,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",459,492,487.88,12414,1,NA,NA,"T268_95_03709","BM37_95_04715",NA,NA,NA,NA,NA,NA,NA,NA,"CG98_03635",NA,NA,NA,NA,NA,NA,"CG474_03205",NA,NA
"g010947","g010947","rspR","HTH-type transcriptional repressor RspR",50,6,8,1,1,1,0,0,0,0,8,"HTH-type transcriptional repressor RspR(8)","rspR(8)",717,774,751.12,12449,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG98_01587",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g013894_000004","g013894",NA,"hypothetical protein",90,4,8,1,1,1,3,0,3,0,8,"hypothetical protein(11)","NA(11)",201,546,381.27,12476,1,NA,NA,NA,NA,NA,"CG78_05028",NA,NA,"CG1103_05229","(SF93_02351:SF93_02352)",NA,NA,NA,"NW221_01725","(RF21_02353:RF21_02354)","(T17_03350:T17_03351)",NA,"Sz1b_01156",NA,"CG474_03716",NA,NA
"g018136","g018136",NA,"hypothetical protein",50,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",216,381,328.88,12501,1,NA,NA,NA,NA,NA,"CG78_03917","CG78b_03676","CG678_03675","CG1103_02948",NA,NA,NA,NA,NA,NA,NA,NA,"Sz1b_04162",NA,NA,NA,NA
"g026378_000004","g026378",NA,"hypothetical protein",90,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",753,753,753,12515,1,NA,"CG56_05031",NA,NA,NA,NA,NA,NA,NA,"SF93_04486",NA,NA,NA,NA,"RF21_03746","T17_05568","S4_03382",NA,"CG81_05818","CG474_04165",NA,NA
"g010225","g010225",NA,"hypothetical protein",50,6,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",1032,1065,1038,12521,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG1118_02768"
"g037368_000006","g037368",NA,"hypothetical protein",98,1,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",159,159,159,12534,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_01691",NA
"g009179","g009179",NA,"hypothetical protein",50,7,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",330,633,370.12,12543,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG81_05849",NA,NA,NA
"g016314_000001","g016314",NA,"hypothetical protein",60,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",960,963,962.25,12556,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T17_02206",NA,NA,NA,NA,NA,NA
"g003146_2","g003146_2",NA,"hypothetical protein",50,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",1779,2733,2192.62,12558,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG1118_02682"
"g000808_2_000010","g000808_2",NA,"hypothetical protein",80,7,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",903,912,904.5,12571,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG1118_02727"
"g018072_000003","g018072",NA,"hypothetical protein",80,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",234,234,234,12575,1,"F2_5_02664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g012112_000002","g012112",NA,"hypothetical protein",70,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",870,876,874.88,12584,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_01577",NA
"g012555_000001","g012555",NA,"hypothetical protein",60,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",300,315,312.38,12594,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_05131",NA,NA,NA,NA,"RF21_04589","T17_05361","S4_00706",NA,NA,NA,NA,NA
"g016316","g016316",NA,"hypothetical protein",50,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",909,981,966.75,12601,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_00549",NA,NA,NA,NA,"RF21_00072","T17_00524","S4_02776",NA,"CG81_01209",NA,NA,NA
"g015937_000003","g015937","xerC","Tyrosine recombinase XerC",80,2,8,1,1,1,3,0,3,0,8,"Tyrosine recombinase XerC(8):hypothetical protein(3)","xerC(8):NA(3)",297,1035,722.18,12605,1,NA,NA,NA,NA,"(AV25_95_00648:AV25_95_00649)",NA,NA,NA,NA,"SF93_05261","(V80_94_01076:V80_94_01077)","(AS1H41_01076:AS1H41_01077)",NA,NA,"RF21_02296","T17_01102","S4_00577",NA,NA,NA,NA,NA
"g014503_000002","g014503",NA,"hypothetical protein",70,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",390,465,413.62,12619,1,"F2_5_03452","CG56_03489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g008146","g008146",NA,"hypothetical protein",50,8,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",915,975,929.62,12625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG474_02814","CG967_01561",NA
"g013085_000002","g013085",NA,"hypothetical protein",70,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",1284,1356,1325.62,12631,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG1118_04396"
"g002215_2","g002215_2","serC","Phosphoserine aminotransferase",50,3,8,1,1,1,0,0,0,0,8,"Phosphoserine aminotransferase(8)","serC(8)",930,1170,979.88,12637,1,NA,NA,NA,NA,NA,"CG78_03484","CG78b_01015","CG678_01014","CG1103_01610",NA,NA,NA,NA,"NW221_03350",NA,NA,NA,"Sz1b_01856",NA,NA,NA,NA
"g015258_000002","g015258",NA,"hypothetical protein",70,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",1041,1599,1427.25,12639,1,NA,NA,NA,NA,NA,"CG78_03867","CG78b_03626","CG678_03625","CG1103_02998",NA,NA,NA,NA,NA,NA,NA,NA,"Sz1b_04212",NA,NA,NA,NA
"g012365_000001","g012365",NA,"hypothetical protein",60,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",228,231,230.25,12646,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG81_03738",NA,NA,NA
"g025200_000001","g025200",NA,"hypothetical protein",60,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",468,471,470.62,12648,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_05140",NA,NA,NA,NA,"RF21_04598","T17_05370","S4_00697",NA,NA,NA,NA,NA
"g012155","g012155","phnD2","hypothetical protein",50,4,8,1.38,1,2,1,3,1,3,11,"hypothetical protein(9):putative ABC transporter phosphonate/phosphite binding protein PhnD2(3)","NA(9):phnD2(3)",225,858,400.75,12654,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_01332;SF93_01333",NA,NA,"CG98_01566",NA,"RF21_02189;RF21_02190","(T17_02492:T17_02493)","S4_05000;S4_05001",NA,NA,NA,NA,NA
"g016044","g016044",NA,"hypothetical protein",50,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",693,762,710.25,12658,1,NA,NA,NA,NA,NA,"CG78_02749","CG78b_00970","CG678_00969","CG1103_01565",NA,NA,NA,NA,"NW221_03306",NA,NA,NA,"Sz1b_01811",NA,NA,NA,NA
"g007430_2_000002","g007430_2","gsiC","Glutathione transport system permease protein GsiC",70,3,8,1,1,1,0,0,0,0,8,"Glutathione transport system permease protein GsiC(8)","gsiC(8)",975,975,975,12660,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG474_01788",NA,NA
"g026168","g026168",NA,"hypothetical protein",50,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",369,771,720.75,12671,1,NA,NA,NA,NA,NA,"CG78_03196","CG78b_04181","CG678_04179","CG1103_03520",NA,NA,NA,NA,"NW221_02965",NA,NA,NA,"Sz1b_03149","CG81_01303",NA,NA,NA
"g011365_000003","g011365","dgoT","hypothetical protein",80,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(3):D-galactonate transporter(3):Hexuronate transporter(2)","NA(3):dgoT(3):exuT(2)",501,1314,1107.75,12676,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_01417",NA
"g011960_000003","g011960",NA,"hypothetical protein",80,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",531,846,768.38,12682,1,NA,NA,NA,NA,"AV25_95_00835",NA,NA,NA,NA,NA,"V80_94_01265","AS1H41_01265",NA,NA,NA,NA,NA,NA,NA,"CG474_01131",NA,NA
"g014126_000003","g014126",NA,"hypothetical protein",80,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",141,141,141,12685,1,NA,NA,"T268_95_04497","BM37_95_05476",NA,"CG78_03361",NA,NA,NA,"SF93_03652",NA,NA,"CG98_05357",NA,"RF21_00441",NA,"S4_00409",NA,NA,NA,NA,"CG1118_00119"
"g023399_000002","g023399",NA,"hypothetical protein",70,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",135,339,187.5,12695,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG98_05471",NA,NA,NA,NA,NA,"CG81_05226",NA,NA,NA
"g016036_000004","g016036",NA,"hypothetical protein",90,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",306,306,306,12698,1,NA,NA,NA,NA,NA,NA,NA,NA,"CG1103_02697",NA,"V80_94_03384","AS1H41_03384",NA,NA,NA,NA,"S4_05606",NA,NA,NA,NA,"CG1118_05562"
"g011490_000003","g011490","yhhJ","Inner membrane transport permease YhhJ",80,4,8,1,1,1,0,0,0,0,8,"Inner membrane transport permease YhhJ(8)","yhhJ(8)",555,1125,951,12706,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_01305",NA,NA,NA,NA,"RF21_02162","T17_02520","S4_04973",NA,NA,NA,NA,NA
"g024657_000002","g024657",NA,"hypothetical protein",70,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",234,234,234,12724,1,NA,NA,NA,NA,NA,NA,NA,NA,"CG1103_05205",NA,NA,NA,NA,"NW221_01701",NA,NA,NA,"Sz1b_01180",NA,NA,NA,NA
"g010354","g010354",NA,"hypothetical protein",50,6,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",309,534,472.88,12733,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG1118_02330"
"g014043_000002","g014043",NA,"hypothetical protein",70,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",183,282,217.5,12748,1,NA,NA,"T268_95_04951","BM37_95_03725",NA,NA,NA,NA,NA,"SF93_03081",NA,NA,NA,NA,"RF21_00894","T17_04528","S4_01576",NA,NA,NA,"CG967_02042",NA
"g006260_2_000001","g006260_2","gsiB","Glutathione-binding protein GsiB",60,3,8,1,1,1,0,0,0,0,8,"Glutathione-binding protein GsiB(8)","gsiB(8)",1533,1581,1575,12771,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG474_01790",NA,NA
"g010405_000002","g010405",NA,"hypothetical protein",70,6,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",561,783,740.25,12785,1,NA,"CG56_04293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g009569","g009569",NA,"hypothetical protein",50,7,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",264,279,275.25,12791,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_04755",NA
"g015989_000004","g015989",NA,"hypothetical protein",90,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",225,606,371.25,12793,1,"F2_5_04000",NA,NA,NA,NA,NA,NA,NA,NA,"SF93_04738","V80_94_02778","AS1H41_02778","CG98_04582",NA,"RF21_04361","T17_05144","S4_04855",NA,NA,NA,NA,NA
"g015866","g015866","recF","hypothetical protein",50,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(7):DNA replication and repair protein RecF(1)","NA(7):recF(1)",1803,1806,1804.12,12798,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_01678",NA
"g008187_000004","g008187","argC","N-acetyl-gamma-glutamyl-phosphate reductase",90,7,8,1.25,1,2,2,2,3,2,10,"N-acetyl-gamma-glutamyl-phosphate reductase(13)","argC(13)",213,978,724.38,12802,1,NA,"(CG56_04915:CG56_04916)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG81_01124",NA,NA,NA
"g010785","g010785",NA,"hypothetical protein",50,6,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",213,300,251.25,12825,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG1118_05395"
"g024878_000005","g024878",NA,"hypothetical protein",95,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",204,204,204,12829,1,NA,NA,"T268_95_02826","BM37_95_03308",NA,NA,NA,NA,NA,"SF93_04168",NA,NA,"CG98_04644",NA,"RF21_02775","T17_03889","S4_05216",NA,"CG81_03312",NA,NA,NA
"g014536_000003","g014536",NA,"hypothetical protein",80,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",225,225,225,12830,1,NA,"CG56_02320",NA,NA,NA,NA,NA,NA,NA,"SF93_02828",NA,NA,NA,NA,"RF21_03286","T17_04781","S4_01829",NA,NA,NA,"CG967_00096","CG1118_05372"
"g018538_000004","g018538",NA,"hypothetical protein",90,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",261,261,261,12846,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG1118_02341"
"g016973_000001","g016973",NA,"hypothetical protein",60,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",351,561,456,12849,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG81_03789",NA,NA,NA
"g009375_000002","g009375",NA,"hypothetical protein",70,7,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",840,846,842.62,12873,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG474_02812","CG967_01563",NA
"g019051_000006","g019051",NA,"hypothetical protein",98,1,8,1,1,1,1,0,1,0,8,"hypothetical protein(9)","NA(9)",423,3264,2896,12876,1,NA,NA,NA,NA,NA,"CG78_00862","CG78b_04670","CG678_04666","CG1103_04051",NA,NA,NA,NA,"NW221_04045",NA,NA,NA,"Sz1b_03715",NA,NA,"(CG967_01236:CG967_05559)","CG1118_02072"
"g001649_2","g001649_2","curA","NADPH-dependent curcumin reductase",50,8,8,1,1,1,0,0,0,0,8,"NADPH-dependent curcumin reductase(7):Putative NADP-dependent oxidoreductase YfmJ(1)","curA(7):yfmJ(1)",282,1065,943.12,12883,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG1118_03004"
"g014468_000001","g014468",NA,"hypothetical protein",60,4,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",312,330,318.86,12893,1,"F2_5_01647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g012499_000002","g012499",NA,"hypothetical protein",70,5,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",279,288,280.29,12893,2,"F2_5_01646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g012645_000003","g012645","virB4","Type IV secretion system protein virB4",80,4,7,1,1,1,0,0,0,0,7,"Type IV secretion system protein virB4(4):Type IV secretion system protein PtlC(3)","virB4(4):ptlC(3)",2295,2361,2346,12893,3,"F2_5_01645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g012585","g012585",NA,"hypothetical protein",50,5,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",783,810,800.57,12893,4,"F2_5_01643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g030908_000006","g030908","ald","Alanine dehydrogenase",98,1,7,1,1,1,0,0,0,0,7,"Alanine dehydrogenase(7)","ald(7)",1140,1140,1140,12897,1,NA,NA,"T268_95_00576","BM37_95_02955",NA,NA,NA,NA,NA,"SF93_04311",NA,NA,"CG98_01381",NA,NA,"T17_05123","S4_02689",NA,"CG81_04142",NA,NA,NA
"g019450_000006","g019450",NA,"hypothetical protein",98,1,7,1,1,1,3,0,3,0,7,"hypothetical protein(10)","NA(10)",633,1587,1067.7,12897,2,NA,NA,"T268_95_00577","BM37_95_02956",NA,NA,NA,NA,NA,"(SF93_00629:SF93_04312)",NA,NA,"CG98_01380",NA,NA,"(T17_00604:T17_05124)","(S4_02690:S4_02695)",NA,"CG81_04143",NA,NA,NA
"g044346_000006","g044346","speH","S-adenosylmethionine decarboxylase proenzyme",98,1,7,1,1,1,0,0,0,0,7,"S-adenosylmethionine decarboxylase proenzyme(7)","speH(7)",459,459,459,12897,3,NA,NA,"T268_95_00578","BM37_95_02957",NA,NA,NA,NA,NA,"SF93_00628",NA,NA,"CG98_01379",NA,NA,"T17_00603","S4_02696",NA,"CG81_04144",NA,NA,NA
"g030024_000006","g030024",NA,"Gamma-butyrobetaine dioxygenase",98,1,7,1,1,1,0,0,0,0,7,"Gamma-butyrobetaine dioxygenase(7)","NA(7)",1197,1197,1197,12897,4,NA,NA,"T268_95_00579","BM37_95_02958",NA,NA,NA,NA,NA,"SF93_00627",NA,NA,"CG98_01378",NA,NA,"T17_00602","S4_02697",NA,"CG81_04145",NA,NA,NA
"g014222_000002","g014222","ptlE","Type IV secretion system protein PtlE",70,4,7,1,1,1,0,0,0,0,7,"Type IV secretion system protein PtlE(7)","ptlE(7)",675,675,675,12902,1,"F2_5_01641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g012142_000001","g012142","virB9","hypothetical protein",60,5,7,1,1,1,0,0,0,0,7,"hypothetical protein(4):Type IV secretion system protein virB9(3)","NA(4):virB9(3)",786,873,807.86,12902,2,"F2_5_01640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g011301","g011301",NA,"hypothetical protein",50,5,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",1371,1413,1396.71,12902,3,"F2_5_01639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
