"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CG108","CG118","CG989","CG1013","T393_94","Rr4","CG47","Ni1","T60_94","T267_94","P86_93","AB4","CG964","CG49"
"g018430_000005","g018430",NA,"hypothetical protein",95,3,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",405,405,405,6303,1,"CG108_05092","CG118_00819","CG989_01255","CG1013_03336","T393_94_03883","Rr4_02339","CG47_04185","Ni1_00565","T60_94_04656","T267_94_04560","P86_93_04559","AB4_05056","CG964_01032","CG49_05468"
"g012398_000003","g012398",NA,"hypothetical protein",80,4,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",450,450,450,6304,1,"CG108_00350","CG118_00351","CG989_00361","CG1013_02360","T393_94_01874","Rr4_02281","CG47_02687","Ni1_05078","T60_94_00150","T267_94_02121","P86_93_02120","AB4_01682","CG964_03710","CG49_02563"
"g011584_000005","g011584",NA,"hypothetical protein",95,5,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",807,936,840.54,6305,1,"CG108_00691","CG118_01115","CG989_01335","CG1013_03037","T393_94_03603","Rr4_05367","CG47_04483","Ni1_00851","T60_94_04376","T267_94_04261","P86_93_04279","AB4_00116","CG964_01550","CG49_00944"
"g005832_000003","g005832",NA,"hypothetical protein",80,13,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",201,231,202.92,6306,1,"CG108_02120","CG118_02260","CG989_02438","CG1013_02166","T393_94_02588","Rr4_04644","CG47_00701","Ni1_00268","T60_94_02222","T267_94_02842","P86_93_02857","AB4_00532","CG964_03126","CG49_00108"
"g008248_000004","g008248",NA,"putative protein",90,8,50,1,1,1,0,0,0,0,50,"putative protein(41):hypothetical protein(9)","NA(50)",501,501,501,6307,1,"CG108_03269","CG118_02852","CG989_03119","CG1013_00249","T393_94_00183","Rr4_01375","CG47_00183","Ni1_01651","T60_94_01215","T267_94_00183","P86_93_00183","AB4_02805","CG964_00562","CG49_03235"
"g004995_1_000005","g004995_1",NA,"hypothetical protein",80,14,50,1.02,1,2,0,1,0,1,51,"hypothetical protein(51)","NA(51)",1206,1293,1250.65,6308,1,"CG108_01428","CG118_01576","CG989_00784","CG1013_02838","T393_94_02353","Rr4_03713","CG47_02409","Ni1_03156","T60_94_00629","T267_94_02600","P86_93_02599","AB4_01204","CG964_01292","CG49_02348"
"g001329_2_000045","g001329_2",NA,"hypothetical protein",95,2,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1215,1221,1217.16,6309,1,"CG108_00043","CG118_00043","CG989_00669","CG1013_00750","T393_94_00684","Rr4_00969","CG47_00914","Ni1_02100","T60_94_03281","T267_94_00693","P86_93_00690","AB4_03255","CG964_00113","CG49_04800"
"g010478_000003","g010478",NA,"hypothetical protein",80,6,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",195,195,195,6310,1,"CG108_02409","CG118_00775","CG989_01883","CG1013_02938","T393_94_03504","Rr4_05466","CG47_04582","Ni1_00752","T60_94_04277","T267_94_04162","P86_93_04180","AB4_00017","CG964_01451","CG49_00845"
"g000235_2_000021","g000235_2","phnN","Ribose 1%2C5-bisphosphate phosphokinase PhnN",80,16,50,1,1,1,0,0,0,0,50,"Ribose 1%2C5-bisphosphate phosphokinase PhnN(50)","phnN(50)",612,630,622.2,6311,1,"CG108_01712","CG118_04262","CG989_03818","CG1013_03446","T393_94_04652","Rr4_02915","CG47_03189","Ni1_00170","T60_94_05084","T267_94_04667","P86_93_04985","AB4_02289","CG964_04364","CG49_03461"
"g013291_000005","g013291",NA,"hypothetical protein",95,4,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",597,597,597,6312,1,"CG108_02745","CG118_04411","CG989_03574","CG1013_03593","T393_94_04799","Rr4_02648","CG47_02922","Ni1_04873","T60_94_05231","T267_94_04814","P86_93_05132","AB4_02556","CG964_01227","CG49_03729"
"g007398_000004","g007398",NA,"hypothetical protein",90,9,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",579,600,580.92,6313,1,"CG108_00471","CG118_00472","CG989_00240","CG1013_02493","T393_94_02007","Rr4_02137","CG47_02063","Ni1_02810","T60_94_00283","T267_94_02254","P86_93_02253","AB4_01549","CG964_03843","CG49_02003"
"g004048_1_000005","g004048_1",NA,"hypothetical protein",70,15,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",4584,4608,4590.18,6314,1,"CG108_01163","CG118_01736","CG989_01657",NA,"T393_94_03133","Rr4_04614","CG47_01559","Ni1_05201","T60_94_03483","T267_94_03387","P86_93_03404","AB4_03726","CG964_02677","CG49_03940"
"g012534_000004","g012534",NA,"hypothetical protein",90,5,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",711,756,735.3,6315,1,"CG108_02780","CG118_04446","CG989_03539","CG1013_03622","T393_94_04828","Rr4_02619","CG47_01194","Ni1_04902","T60_94_05260","T267_94_04843","P86_93_05161","AB4_02585","CG964_01198","CG49_03758"
"g011147_000005","g011147","dapH","2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase",95,5,50,1,1,1,0,0,0,0,50,"2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase(50)","dapH(50)",624,624,624,6316,1,"CG108_01719","CG118_04255","CG989_03825","CG1013_03439","T393_94_04645","Rr4_02922","CG47_03196","Ni1_00163","T60_94_05077","T267_94_04660","P86_93_04978","AB4_02282","CG964_04371","CG49_03454"
"g018192_000005","g018192",NA,"hypothetical protein",95,3,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",201,201,201,6317,1,"CG108_00090","CG118_00090","CG989_00622","CG1013_00798","T393_94_00732","Rr4_01907","CG47_00866","Ni1_02387","T60_94_03329","T267_94_00741","P86_93_00738","AB4_02090","CG964_00065","CG49_04848"
"g007734_000004","g007734",NA,"hypothetical protein",90,9,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",453,453,453,6318,1,"CG108_04176","CG118_03468","CG989_04250","CG1013_04440","T393_94_05103","Rr4_01138","CG47_01953","Ni1_04588","T60_94_05535","T267_94_05502","P86_93_05434","AB4_01006","CG964_04762","CG49_01804"
"g011846_000004","g011846",NA,"hypothetical protein",90,5,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",516,645,606.3,6319,1,"CG108_03052","CG118_03122","CG989_03389","CG1013_00096","T393_94_00030","Rr4_01222","CG47_00030","Ni1_01498","T60_94_01062","T267_94_00030","P86_93_00030","AB4_00771","CG964_00715","CG49_03388"
"g007496_000004","g007496","yqaB","Phosphorylated carbohydrates phosphatase",90,9,50,1,1,1,0,0,0,0,50,"Phosphorylated carbohydrates phosphatase(49):Fructose-1-phosphate phosphatase YqaB(1)","NA(49):yqaB(1)",654,654,654,6320,1,"CG108_04995","CG118_03762","CG989_05351","CG1013_04167","T393_94_04328","Rr4_05251","CG47_04056","Ni1_04124","T60_94_03978","T267_94_03864","P86_93_03881","AB4_04364","CG964_04123","CG49_04999"
"g006959_000004","g006959",NA,"hypothetical protein",90,10,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",471,486,475.8,6321,1,"CG108_02776","CG118_04442","CG989_03543","CG1013_03618","T393_94_04824","Rr4_02623","CG47_02897","Ni1_04898","T60_94_05256","T267_94_04839","P86_93_05157","AB4_02581","CG964_01202","CG49_03754"
"g004706_1_000007","g004706_1",NA,"hypothetical protein",90,12,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1926,2007,2002.5,6322,1,"CG108_00537","CG118_00538","CG989_00173","CG1013_02563","T393_94_02078","Rr4_03438","CG47_02134","Ni1_02881","T60_94_00354","T267_94_02325","P86_93_02324","AB4_01479","CG964_02019","CG49_02074"
"g009725_000004","g009725","rebO","Flavin-dependent L-tryptophan oxidase RebO",90,6,50,1,1,1,0,0,0,0,50,"Flavin-dependent L-tryptophan oxidase RebO(27):hypothetical protein(23)","rebO(27):NA(23)",1851,2010,1896.48,6323,1,"CG108_00104","CG118_00104","CG989_00608","CG1013_00812","T393_94_00746","Rr4_01921","CG47_00852","Ni1_02373","T60_94_03343","T267_94_00755","P86_93_00752","AB4_02076","CG964_00051","CG49_04862"
"g005450_000004","g005450",NA,"hypothetical protein",90,14,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",690,690,690,6324,1,"CG108_03917","CG118_04578","CG989_04549","CG1013_03842","T393_94_04001","Rr4_04147","CG47_03499","Ni1_03890","T60_94_04775","T267_94_05059","P86_93_04677","AB4_04691","CG964_03445","CG49_04351"
"g004480_000003","g004480",NA,"hypothetical protein",80,17,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",546,1926,1870.08,6325,1,"CG108_00535","CG118_00536","CG989_00175","CG1013_02561","T393_94_02076","Rr4_03436","CG47_02132","Ni1_02879","T60_94_00352","T267_94_02323","P86_93_02322","AB4_01481","CG964_02021","CG49_02072"
"g014876_000005","g014876",NA,"hypothetical protein",95,4,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",393,393,393,6326,1,"CG108_01259","CG118_04144","CG989_03936","CG1013_01591","T393_94_01632","Rr4_03036","CG47_03311","Ni1_00049","T60_94_02054","T267_94_01877","P86_93_01878","AB4_02168","CG964_04485","CG49_01041"
"g006908_000004","g006908",NA,"hypothetical protein",90,10,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1038,1038,1038,6327,1,"CG108_00496","CG118_00497","CG989_00214","CG1013_02516","T393_94_02031","Rr4_03812","CG47_02087","Ni1_02834","T60_94_00307","T267_94_02278","P86_93_02277","AB4_01526","CG964_03866","CG49_02027"
"g009967_000003","g009967",NA,"hypothetical protein",80,6,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1281,1281,1281,6328,1,"CG108_02916","CG118_01501","CG989_00859","CG1013_02762","T393_94_02277","Rr4_03637","CG47_02333","Ni1_03080","T60_94_00553","T267_94_02524","P86_93_02523","AB4_01280","CG964_01368","CG49_02272"
"g008960_000001","g008960",NA,"hypothetical protein",60,7,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",924,936,926.4,6329,1,"CG108_01917","CG118_00648","CG989_01789","CG1013_04331","T393_94_04493","Rr4_00479","CG47_03892","Ni1_04289","T60_94_04143","T267_94_04029","P86_93_04046","AB4_04199","CG964_03959","CG49_05163"
"g005039_000001","g005039","ubiE","Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE",60,15,50,1,1,1,7,0,7,0,50,"Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE(48):hypothetical protein(7):Cypemycin N-terminal methyltransferase(2)","ubiE(48):NA(7):cypM(2)",147,741,650.26,6330,1,"CG108_01626","CG118_04348","CG989_03637","CG1013_03530","T393_94_04736","Rr4_02711","CG47_02985","Ni1_04810","T60_94_05168","T267_94_04751","P86_93_05069","AB4_02493","CG964_04279","CG49_03666"
"g016332_000005","g016332",NA,"hypothetical protein",95,3,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1014,1014,1014,6331,1,"CG108_00997","CG118_03293","CG989_04075","CG1013_04613","T393_94_04930","Rr4_00248","CG47_01214","Ni1_04415","T60_94_05362","T267_94_05329","P86_93_05261","AB4_05129","CG964_04588","CG49_02614"
"g013589_000005","g013589","azoR1","FMN-dependent NADH-azoreductase 1",95,4,50,1,1,1,0,0,0,0,50,"FMN-dependent NADH-azoreductase 1(50)","azoR1(50)",621,621,621,6332,1,"CG108_01911","CG118_00642","CG989_01795","CG1013_04325","T393_94_04487","Rr4_00473","CG47_03898","Ni1_04283","T60_94_04137","T267_94_04023","P86_93_04040","AB4_04205","CG964_03965","CG49_05157"
"g014326_000005","g014326",NA,"hypothetical protein",95,4,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",723,723,723,6333,1,"CG108_02736","CG118_04402","CG989_03583","CG1013_03583","T393_94_04789","Rr4_02658","CG47_02932","Ni1_04863","T60_94_05221","T267_94_04804","P86_93_05122","AB4_02546","CG964_01237","CG49_03719"
"g017185_000005","g017185",NA,"hypothetical protein",95,3,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",198,198,198,6334,1,"CG108_00256","CG118_00257","CG989_00455","CG1013_01432","T393_94_01782","Rr4_02162","CG47_02549","Ni1_04985","T60_94_00058","T267_94_02029","P86_93_02028","AB4_01064","CG964_03617","CG49_02444"
"g007556_000002","g007556",NA,"hypothetical protein",70,9,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1110,1110,1110,6335,1,"CG108_02587","CG118_05153","CG989_05154","CG1013_01763","T393_94_02992","Rr4_04991","CG47_01808","Ni1_01278","T60_94_02687","T267_94_03246","P86_93_03261","AB4_00550","CG964_04908","CG49_00512"
"g009503_000003","g009503",NA,"hypothetical protein",80,7,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",420,435,423.18,6336,1,"CG108_05055","CG118_03822","CG989_05411","CG1013_04103","T393_94_04264","Rr4_05187","CG47_04120","Ni1_04060","T60_94_03914","T267_94_03800","P86_93_03817","AB4_04428","CG964_04187","CG49_04935"
"g010925_000005","g010925",NA,"hypothetical protein",95,6,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",723,798,757.44,6337,1,"CG108_00154","CG118_00154","CG989_00558","CG1013_01612","T393_94_01653","Rr4_03095","CG47_02695","Ni1_02606","T60_94_02075","T267_94_01900","P86_93_01899","AB4_01999","CG964_02774","CG49_02820"
"g005206_000005","g005206",NA,"hypothetical protein",95,15,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",438,438,438,6338,1,"CG108_02046","CG118_02187","CG989_02510","CG1013_02236","T393_94_02518","Rr4_00718","CG47_00631","Ni1_00339","T60_94_02152","T267_94_02772","P86_93_02787","AB4_00462","CG964_03197","CG49_00038"
"g005534_000003","g005534",NA,"hypothetical protein",80,14,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",282,282,282,6339,1,"CG108_04747","CG118_03943","CG989_01028","CG1013_01230","T393_94_01305","Rr4_02453","CG47_02791","Ni1_02244","T60_94_01787","T267_94_01614","P86_93_01614","AB4_01905","CG964_02173","CG49_01495"
"g013108_000005","g013108",NA,"hypothetical protein",95,4,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1125,1125,1125,6340,1,"CG108_03120","CG118_02560","CG989_02807","CG1013_01285","T393_94_01361","Rr4_01011","CG47_01826","Ni1_01459","T60_94_01845","T267_94_01670","P86_93_01671","AB4_00652","CG964_02038","CG49_01631"
"g008778_000004","g008778",NA,"hypothetical protein",90,7,50,1,1,1,1,0,1,0,50,"hypothetical protein(51)","NA(51)",285,1242,1188.47,6341,1,"CG108_05117","CG118_00844","CG989_01230","CG1013_03311","T393_94_03857","Rr4_02364","CG47_04210","Ni1_00590","T60_94_04630","T267_94_04534","P86_93_04533","AB4_05031","CG964_01007","CG49_05443"
"g006144_000005","g006144",NA,"hypothetical protein",95,12,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",891,891,891,6342,1,"CG108_01866","CG118_00597","CG989_01840","CG1013_04284","T393_94_04445","Rr4_00432","CG47_03939","Ni1_04242","T60_94_04095","T267_94_03981","P86_93_03998","AB4_04246","CG964_04006","CG49_05116"
"g013007_000003","g013007",NA,"hypothetical protein",80,4,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1245,1266,1260.12,6343,1,"CG108_00233","CG118_00234","CG989_00478","CG1013_01408","T393_94_01758","Rr4_02186","CG47_02525","Ni1_04961","T60_94_00034","T267_94_02005","P86_93_02004","AB4_01089","CG964_03593","CG49_02468"
"g011711_1_000001","g011711_1","gph","Phosphorylated carbohydrates phosphatase",60,3,50,1,1,1,0,0,0,0,50,"Phosphorylated carbohydrates phosphatase(48):Phosphoglycolate phosphatase(2)","NA(48):gph(2)",630,702,632.88,6344,1,"CG108_03164","CG118_02747","CG989_03014","CG1013_00538","T393_94_00472","Rr4_01665","CG47_00475","Ni1_01941","T60_94_03068","T267_94_00403","P86_93_00476","AB4_03095","CG964_00273","CG49_04585"
"g004937_000004","g004937",NA,"hypothetical protein",90,15,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",819,840,830.1,6345,1,"CG108_00343","CG118_00344","CG989_00368","CG1013_02353","T393_94_01867","Rr4_03264","CG47_02572","Ni1_05071","T60_94_00143","T267_94_02114","P86_93_02113","AB4_01831","CG964_03703","CG49_02634"
"g010998_000004","g010998","otsB","hypothetical protein",90,6,50,1,1,1,0,0,0,0,50,"hypothetical protein(26):Trehalose-6-phosphate phosphatase(24)","NA(26):otsB(24)",801,807,804,6346,1,"CG108_01645","CG118_04329","CG989_03656","CG1013_03511","T393_94_04717","Rr4_02730","CG47_03004","Ni1_04791","T60_94_05149","T267_94_04732","P86_93_05050","AB4_02474","CG964_04299","CG49_03646"
"g001064_2_000048","g001064_2",NA,"hypothetical protein",95,4,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",933,933,933,6347,1,"CG108_03116","CG118_02564","CG989_02811","CG1013_01281","T393_94_01357","Rr4_01007","CG47_01822","Ni1_01463","T60_94_01841","T267_94_01666","P86_93_01667","AB4_00648","CG964_02034","CG49_01635"
"g000084_2","g000084_2",NA,"hypothetical protein",50,19,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",144,321,186.12,6348,1,NA,NA,NA,NA,NA,"Rr4_04321","CG47_05126",NA,"T60_94_03777","T267_94_03680",NA,NA,NA,"CG49_04232"
"g007225_1_000007","g007225_1",NA,"hypothetical protein",90,7,50,1.26,1,3,0,12,0,13,63,"hypothetical protein(63)","NA(63)",1089,1539,1531.86,6349,1,"CG108_03761","CG118_04734","CG989_04705","CG1013_03980","T393_94_03434;T393_94_04138","Rr4_04008;Rr4_04312","CG47_03638;CG47_05135","Ni1_00390;Ni1_03751","T60_94_03786;T60_94_04913","T267_94_03689;T267_94_05197","P86_93_03706;P86_93_04815","AB4_04028;AB4_04552","CG964_02375;CG964_03307","CG49_02762;CG49_04489"
"g005820_000002","g005820",NA,"hypothetical protein",70,12,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",228,342,322.44,6350,1,"CG108_05125","CG118_00852","CG989_01222","CG1013_03303","T393_94_03849","Rr4_02372","CG47_04218","Ni1_00598","T60_94_04622","T267_94_04526","P86_93_04525","AB4_05023","CG964_00999","CG49_05435"
"g005407_000002","g005407",NA,"hypothetical protein",70,14,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",510,564,526.62,6351,1,"CG108_01561","CG118_05199","CG989_05108","CG1013_01811","T393_94_02944","Rr4_05039","CG47_04638","Ni1_03383","T60_94_02639","T267_94_03198","P86_93_03213","AB4_03333","CG964_04956","CG49_00464"
"g044351_000006","g044351","lldR","Putative L-lactate dehydrogenase operon regulatory protein",98,1,50,1,1,1,0,0,0,0,50,"Putative L-lactate dehydrogenase operon regulatory protein(50)","lldR(50)",741,741,741,6352,1,"CG108_01528","CG118_05232","CG989_05075","CG1013_01845","T393_94_02910","Rr4_05073","CG47_04672","Ni1_03417","T60_94_02605","T267_94_03164","P86_93_03179","AB4_03367","CG964_04990","CG49_00430"
"g005246_000003","g005246","lgrB","Linear gramicidin synthase subunit B",80,14,50,1,1,1,0,0,0,0,50,"Linear gramicidin synthase subunit B(44):Plipastatin synthase subunit D(6)","lgrB(44):ppsD(6)",7200,7734,7703.1,6353,1,"CG108_01173","CG118_01746","CG989_01648",NA,"T393_94_03124","Rr4_02323","CG47_01568","Ni1_05192","T60_94_03474","T267_94_03378","P86_93_03395","AB4_03717","CG964_02686","CG49_03931"
"g006512_000003","g006512",NA,"hypothetical protein",80,11,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",408,534,520.02,6354,1,"CG108_03236","CG118_02819","CG989_03086","CG1013_00467","T393_94_00401","Rr4_01594","CG47_00404","Ni1_01870","T60_94_02997","T267_94_00332","P86_93_00405","AB4_03024","CG964_00344","CG49_03015"
"g012926_1_000022","g012926_1",NA,"hypothetical protein",98,1,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1329,1476,1467.3,6355,1,"CG108_04998","CG118_03765","CG989_05354","CG1013_04164","T393_94_04325","Rr4_05248","CG47_04059","Ni1_04121","T60_94_03975","T267_94_03861","P86_93_03878","AB4_04367","CG964_04126","CG49_04996"
"g017198_000005","g017198",NA,"hypothetical protein",95,3,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",216,216,216,6356,1,"CG108_02976","CG118_02027","CG989_02754","CG1013_01337","T393_94_01413","Rr4_01063","CG47_01878","Ni1_01407","T60_94_01897","T267_94_01722","P86_93_01723","AB4_00704","CG964_02090","CG49_01579"
"g022179_000005","g022179","slyD","FKBP-type peptidyl-prolyl cis-trans isomerase SlyD",95,2,50,1,1,1,0,0,0,0,50,"FKBP-type peptidyl-prolyl cis-trans isomerase SlyD(50)","slyD(50)",438,483,438.9,6358,1,"CG108_04861","CG118_04055","CG989_00914","CG1013_03696","T393_94_01488","Rr4_02545","CG47_01056","Ni1_02184","T60_94_01972","T267_94_01797","P86_93_01798","AB4_02660","CG964_01087","CG49_03831"
"g000123_2_000005","g000123_2",NA,"hypothetical protein",80,17,50,1.04,1,2,6,2,6,2,52,"hypothetical protein(58)","NA(58)",135,717,438,6359,1,"CG108_00478","CG118_00479","CG989_00233","CG1013_02499","T393_94_02014","Rr4_04288","CG47_02070","Ni1_02817","T60_94_00290","T267_94_02261","P86_93_02260","AB4_01543","CG964_03849","CG49_02010"
"g019662_000005","g019662","yhhT","Putative transport protein YhhT",95,2,50,1,1,1,0,0,0,0,50,"Putative transport protein YhhT(49):AI-2 transport protein TqsA(1)","yhhT(49):tqsA(1)",1098,1176,1106.28,6360,1,"CG108_01923","CG118_00654","CG989_01783","CG1013_04338","T393_94_04500","Rr4_00486","CG47_03885","Ni1_04296","T60_94_04150","T267_94_04036","P86_93_04053","AB4_04192","CG964_03952","CG49_05170"
"g013542_000004","g013542",NA,"hypothetical protein",90,4,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",993,1032,994.86,6361,1,"CG108_03311","CG118_02894","CG989_03161","CG1013_00289","T393_94_00223","Rr4_01415","CG47_00223","Ni1_01691","T60_94_01255","T267_94_00223","P86_93_00223","AB4_02845","CG964_00522","CG49_03195"
"g008797_000005","g008797",NA,"hypothetical protein",95,7,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1263,1263,1263,6362,1,"CG108_00590","CG118_01014","CG989_01436","CG1013_03140","T393_94_03705","Rr4_02025","CG47_04381","Ni1_02493","T60_94_04478","T267_94_04363","P86_93_04381","AB4_04860","CG964_00836","CG49_05272"
"g007999_000004","g007999",NA,"hypothetical protein",90,8,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1173,1173,1173,6363,1,"CG108_02248","CG118_02388","CG989_02308","CG1013_02038","T393_94_02717","Rr4_04773","CG47_04865","Ni1_03611","T60_94_02351","T267_94_02971","P86_93_02986","AB4_03560","CG964_02996","CG49_00237"
